countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
ABW,0,0,0,0,0,0,0,8,1,0,0,0,0,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,51,1,0,1,0,0,0,0,0,40,0,0,3,0,0,0,11,0,1,84,0,13,0,0,0,42,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,3,0,0,3,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,587,0,0,147,0,0,0,0,0,0,0,0,1179
AFG,0,0,0,0,2255,3,0,11764,3027,37,0,1068,0,0,198,154,288,0,0,188,0,1,26,0,0,0,0,0,18500,1474,0,8,0,0,0,0,0,54,0,0,1,0,4,356,45274,0,5374,2,2,35,34,0,0,0,3,0,1471,0,1461,0,0,19006,9,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,465,0,0,99,606331,107,3,1144,1785,0,4,0,585,0,13,0,10,117,0,0,0,37,0,0,0,12,0,23,0,0,63,0,0,4,0,0,1,0,0,0,0,1,0,0,0,154,0,0,0,0,0,4,12694,4865,0,1104,0,0,3,0,433,0,74,1,0,6,0,0,0,550,0,4,5876,0,796,0,0,0,0,0,0,0,0,0,0,0,88,6,7004,0,604,0,0,10,1303,21,0,0,0,0,5010,0,0,419,0,25251,192,0,7,0,0,0,0,0,17,0,0,789484
AGO,0,0,0,0,0,5,0,185,53,0,0,208,0,0,1278,1,0,1,0,0,0,1,1952,0,0,0,462,6,847,875,14,25,0,0,0,0,172,13,0,699,1,13,9,22,110,0,36,9,0,3,0,178,0,930,0,0,33,0,2365,0,113,4244,0,0,12,1,0,0,22,2,0,0,0,0,0,0,0,0,0,21,0,0,233,0,0,7,3,514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,42,0,0,11441,0,0,22,1,937,38,0,85,0,0,5,2,758,0,5,1,0,39119,1,0,0,0,0,1,56,302,0,0,0,0,0,0,0,0,0,0,106,0,11,1,101,31,0,0,0,4,0,0,0,0,0,0,1,174,0,0,0,2892,0,0,87,0,96,0,0,0,5610,58976,0,136771
ALB,0,0,0,0,0,50,0,695,1312,0,0,1687,0,0,155,1007,0,0,3817,2,0,2,0,0,0,0,0,0,6254,3696,0,13,0,0,0,0,0,12,0,0,1,7,153,337,26639,0,170,13,0,53,0,0,0,1186,0,0,135,0,2221,0,0,11465,0,0,0,0,0,0,0,432145,0,0,0,0,0,0,0,1205,0,157,0,0,303,0,0,21,9,314841,0,6,0,0,0,0,0,0,0,0,0,0,63,0,0,0,10,132,4,0,0,0,0,0,4,18219,0,55,0,16604,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,510,0,47,0,0,10,0,154,0,101,0,0,38,0,0,0,0,0,604,274,0,0,0,0,0,0,0,0,0,6294,0,0,0,114,139,682,0,0,0,0,0,0,0,0,0,0,0,1337,0,0,1,0,38337,0,0,6,0,45,0,0,0,132,0,0,895256
ARE,9,1497,0,0,0,1,0,14763,637,3,0,80,1,0,79,252,16620,1,0,0,0,6,93,7,3,1,7,46,35606,1101,113,38,27,5,21,314,4,158,0,0,8,5,573,61,1134,0,1073,10,1988,21,2276,825,0,401,0,34,262,0,54061,0,3,124,0,5,2,2,0,0,0,115,0,0,0,0,2,101,6,1,2,733,20,38344,1061,439,1096,7,140,843,14,2242,27,267,177,1,338,6,49498,0,907,27,6739,3,0,0,112,1,31,0,0,0,0,0,628,18,0,59,0,0,0,0,391,0,1,13,18,0,0,1,2,16,5,1406,765,0,2673,15150,0,16,18,1583,0,516,156,1,40,1,34004,0,34110,0,666,1133,7,10,30109,0,0,0,3,0,0,1,9941,0,17,214,36,2405,0,691,1507,1,1479,0,2,0,0,9,1,232,1,624,0,0,30928,13,1,94,0,15,0,0,40295,781,0,1,450469
ARG,19,16,422,56,67,0,0,13123,3223,24,5,3703,2,1,1272,971,16,97,167,114,3,34355,22862,5,2,1,100,58,21834,12426,54,64342,317,16,7,7,34,5090,0,120,877,18,345,3092,36672,0,1819,4427,245,13395,108,0,0,401113,32,1,911,0,22317,0,16,10348,0,32,117,23,0,6,836,2997,0,202,13,0,10,68,92,599,1307,2205,21,0,3756,209,17,286,41891,168105,12,88,2167,1063,0,1,18,55,0,0,988,247,42,5,0,0,171,968,163,0,0,7,51,0,12929,21,2,65,0,29,3,1,151,6,41,0,0,5,3,72,0,0,26,3324,1669,0,1910,0,0,1732,480,1154,0,3074,749,13,5913,70048,40,14,15,15,5280,1952,6,9,16,7,25,0,5,41,0,1568,16,0,47,1279,1040,4009,0,83,3,2,504,0,15,9,0,6,16,1615,58,96,470,13302,120943,15,0,10581,0,128,1,0,18,11000,2,0,1187176
ARM,0,0,0,7,16,1227,0,1549,3380,79619,0,1733,0,0,9,2991,1,0,4,9149,0,8,34,0,0,0,0,8,2614,986,0,18,24,0,0,0,28,39,0,7,9,1,1565,2605,47768,0,728,13,45,67,7,0,0,5465,504,0,1053,0,12564,0,9,403,122,2,32,0,0,0,0,16159,0,0,0,0,0,0,1,0,0,494,0,0,249,21657,194,19,10588,2255,0,96,96,30982,0,1872,9,40,0,0,402,0,130,0,0,0,670,12,1786,0,0,1693,3,0,268,17,3,36,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,1175,487,0,125,0,0,16,1,387,0,2062,0,0,369,1,5,0,2,0,250,533525,0,1,0,0,0,0,4,0,0,82,0,0,0,307,35,2371,0,214,0,0,0,51,3963,0,0,0,0,7848,0,36,85016,0,68297,13505,0,56,0,0,0,0,13,120,0,0,986487
AUS,218,0,731,1172,1,63,0,0,9153,75,0,4531,6,8,1234,1447,0,43,8862,185,0,187,722,25,276,16,637,70,14977,9206,25,2420,3829,36,0,352,59,340,0,15,35,1,13466,6604,61131,0,3436,113,347,1377,182,0,19,35037,58,0,1762,297,7003,2,72,90463,0,62,166,13,1,4,26,72181,0,15,0,0,0,3894,2,1936,26,7944,27511,0,8181,1695,51,629,6097,106085,0,698,5003,2103,16,2,2325,3160,0,12,8553,68,27,16,0,0,249,637,325,35,0,25,41,0,547,372,7,2699,0,568,202,9,10,0,136,56,936,0,234,219,2,968,0,6585,4766,0,46579,0,0,209,139,2749,0,3203,19,220,4035,48,125,25,0,0,4526,3616,322,0,156,18,4744,0,4,3,0,13371,1162,0,390,5646,2693,5679,39,37,8,8,18109,0,20,520,0,0,8,14775,40,67,479,1,35866,52,0,458,0,264,439,168,178,39819,43,0,771535
AUT,0,2188,114,108,0,0,0,764,0,8,53,589,21,80,701,87,0,2,34507,0,0,6,11,0,0,2,8,8,345,3592,0,13,0,150,0,386,2,10,0,0,14,0,56,7145,12825,0,270,153,14,15,6,0,0,3636,0,0,87,0,578,0,7,3704,0,0,250,0,0,0,7,80,0,0,0,0,0,8,2,716,34,4194,0,0,208,1668,8,26,268,2853,0,0,35,292,5,3,280,3,0,0,0,195,0,0,0,0,12,130,44,0,0,4,0,0,121,8,7,17,0,409,1,0,0,0,0,2,1,0,62,0,4,3,0,152,410,3,61,0,0,9,0,408,0,603,12,0,131,8,0,0,1,0,252,224,345,0,124,0,6,0,30,0,0,9774,293,0,0,6034,2527,687,0,1,31,37,1157,0,3,0,0,0,0,1395,3,30,1,0,515,18,0,42,0,55,0,0,34,825,1,0,110467
AZE,0,0,0,2,0,82,3,421,740,0,0,103,0,0,5,626,0,1,5,3417,0,3,18,0,0,0,1,0,566,292,0,15,14,0,0,0,11,12,0,2,5,0,158,327,27513,0,98,15,3,6,2,0,0,780,31,0,571,0,340,0,0,443,0,1,19,0,0,0,0,376,0,0,0,0,0,18,0,17,2,308,0,0,238,717,7,15,8473,815,0,21,52,3801,0,225,4,28,0,0,11,5,5,0,0,0,10,5,1852,1,0,2,0,0,33,0,1,9,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,265,110,1,85,0,0,5,1,7,0,380,0,0,203,3,0,0,0,0,23,156638,3,0,0,1,1,0,1,0,0,77,0,0,0,122,22,214,0,0,0,2,9,0,1772,0,0,0,0,4973,1,4,28820,0,12594,1785,0,9,0,1,0,0,0,196,0,0,262034
BDI,0,0,569,0,2,1,0,123,70,0,0,427,3,0,26,7,0,0,0,0,0,1,4,0,0,0,166,61,2206,343,0,8,0,0,27,142358,70,1,18,0,0,0,8,5,489,0,254,4,0,1,2,1228,0,188,0,31,24,0,1194,0,103,2844,0,3,17,0,0,0,9,37,0,0,4,0,0,0,0,2,0,16,0,1,63,0,0,1,61,517,0,1,1,0,1789,0,0,0,0,0,0,0,0,0,0,8,0,32,1,0,0,0,13,0,3,0,3,1,0,0,0,451,1,0,2,2666,0,20,0,8,0,0,0,445,85,0,65,1,0,1,2,11,0,6,0,0,74,0,0,1,0,45,1,112,382341,0,283,9,0,0,0,0,0,2,128,131,1,5,2,122,120,0,5,62,0,0,0,0,0,0,0,30,396766,8026,0,0,827,0,0,0,0,1,0,0,0,3065,2049,192,953613
BEL,0,31,495,6,14,57,0,319,635,1,368,0,588,183,418,213,1,6,766,0,0,49,5,0,0,0,4,43,311,2152,0,10,1,683,1,10927,24,71,0,7,50,0,140,297,11999,0,632,140,43,77,8,0,1,20389,0,23,180,0,12420,0,102,6628,0,11,1793,24,14,2,1424,3739,0,0,30,0,1,9,7,78,4,907,0,0,661,724,19,35,1482,17146,4,6,11,86,5,1,141,1,1,0,207,206,14,0,0,0,43,3657,54,0,0,0,7,0,567,37,63,25,0,79,0,1,10,12,0,0,0,0,0,0,122,85,0,2360,289,0,128,0,0,19,0,291,0,2066,112,0,841,19,28,0,3,0,529,12,2205,1,165,8,0,0,66,0,1,414,367,1,0,354,128,476,1,0,55,388,584,0,1,0,0,3,0,980,20,127,0,0,4292,6,0,14,0,40,0,0,1,1110,18,0,123596
BEN,0,0,0,0,0,0,0,14,11,0,0,21,0,371,0,9,0,0,0,0,0,0,3,0,0,0,0,31,196,64,0,1,0,0,0,0,1451,0,0,0,0,0,2,12,239,0,14,6,0,0,1,0,0,73,0,0,1,0,2063,0,3568,3,0,2796,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,17,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,7005,25566,0,41,2,0,2,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,59,0,0,0,0,37,0,13,0,12,0,0,0,33544,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,17,0,0,78157
BFA,0,0,0,0,2,21,0,246,283,0,0,432,19935,0,0,27,0,1,0,0,0,0,44,0,0,0,0,245,2220,1248,0,3,0,785508,76,0,297,6,0,3,0,0,5,42,4292,0,188,1,9,13,71,0,7,3133,0,0,70,0,16974,0,7342,3396,0,119159,582,0,4,1,0,65,0,0,0,0,0,0,0,0,0,10,0,0,88,0,0,3,0,20438,0,2,30,0,0,0,0,1,0,0,0,1307,12,1,0,1,0,5,0,0,0,0,0,0,8,0,11628,2,0,0,0,0,78,0,0,0,0,0,0,0,30611,11590,0,1126,96,0,22,0,0,3,5,1,0,7,0,0,58,0,0,0,0,0,0,819,0,7,0,11,0,0,197,0,0,0,5,31,0,6,10,226,0,0,60,3030,0,0,0,0,0,0,0,8,0,0,0,0,6590,0,0,1,0,0,0,0,0,232,1,0,1054318
BGD,52,267,4951,3,951128,188,0,53717,4752,5,19,2498,2,4,0,1424,109333,16,4,25,20,92,544,17,2530,187,131,13,79377,4471,316,221,9220,12,10,1040,124,153,0,3,77,2,1459,1284,15398,0,2405,149,915,240,1184,4,0,24612,9,0,2998,1982,12100,0,9,282307,1,12,6,7,0,0,19,27088,0,7,20,34,28,20919,56,26,31,1119,401,2308670,3526,748,26,137,5183,124102,66,14749,20355,185,0,2,5740,15753,177691,53,6415,690,1452,8,2,1,93,134,103,1679,44,8,156,20297,5813,4,12,81,3646,36,49,3,62,3,666,0,382678,21,5,114,12,5,2,3243,2143,2045,6055,53248,176786,236,1,1911,4,1186,1231,452,2831,26,134,15,198728,66,409,1164,41,1038457,83,35,91279,189,15,5,5,71,115,0,59,242,81,11656,2,98,4,9,199945,1,3,157,1,41,30,2735,34,443,19,7,372418,25,5,308,0,4534,3,5,16,7230,10,0,6907387
BGR,0,246,5,0,5,242,0,2162,8322,36,0,7993,4,1,2167,0,0,3,78,7,0,9,173,0,0,0,0,1,9471,2217,0,82,0,7,0,6,0,49,0,0,44,26,3247,5871,35704,0,1575,348,1,103,0,0,0,77831,0,1,636,0,6475,0,2,16714,0,0,9,0,0,0,0,47208,0,0,0,0,0,0,0,23,0,1302,0,0,1209,48,3,92,14818,30404,0,43,1,707,0,0,1,0,0,0,99,1,7,0,0,0,64,382,311,0,0,18,0,0,278,559,1,239,0,1,3,0,0,0,0,0,1,0,1,0,0,0,5,6535,1120,0,445,1,7,69,5,1063,0,1138,0,0,2701,0,8,0,0,0,9577,3182,2,1,16,0,0,0,0,0,0,1202,5,0,0,1388,490,3167,4,0,1,0,3,0,1,0,0,0,0,275774,0,1,6,0,39534,207,0,90,0,127,0,0,36,2610,1,0,630219
BHR,1,267,0,0,1514,20,0,1269,71,1,0,22,0,0,28289,21,0,0,0,0,0,1,18,2,1,0,4,7,2569,295,25,9,7,1,4,41,1,12,0,0,2,0,166,28,438,0,131,35,195,2,168,167,0,121,0,9,24,0,320,0,1,203,0,2,0,0,0,0,0,49,0,0,0,0,0,14,1,0,0,29,7,2,192,81,21,2,64,195,3,762,14,93,32,0,40,18,499,0,506,4,366,0,0,0,1,0,2,0,0,0,0,0,86,9,0,7,0,0,0,0,1,0,0,2,7,0,0,0,1,2,0,200,54,6,402,143,1115,6,2,9493,0,20,22,0,25,0,7032,0,272,0,67,43,1,246,4259,0,31,0,1,0,1,0,660,0,3,17,0,155,0,182,198,0,177,0,1,1,0,1,0,63,0,76,0,0,3056,4,0,16,0,1572,0,0,5609,304,0,3,75135
BHS,5,0,0,0,2,0,0,309,32,0,0,8,0,0,2,8,0,0,0,0,1,15,20,78,1,0,2,0,960,120,25,12,8,0,1,0,1,19,0,0,7,0,8,6,54,0,20,98,2,99,10,0,0,102,0,0,14,0,70,0,0,316,0,0,0,0,0,0,1,63,29,0,0,0,18,5,2,0,4,20,3,0,70,4,0,6,26,216,825,0,4,9,0,0,0,17,0,0,1,1,0,15,0,0,2,2,1,0,0,0,2,0,140,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,59,19,0,134,0,1,42,0,10,0,20,46,0,34,2,0,0,1,2,4,13,0,0,0,0,8,0,1,0,0,0,0,0,0,7,1,39,0,0,0,0,0,0,0,0,0,1,0,35,0,0,3,0,19969,0,2,12,0,0,0,0,0,124,0,2,24530
BIH,0,0,0,10175,2,1,0,16376,80057,0,0,1672,1,0,12,192,0,0,0,9,0,5,72,0,0,0,1,3,15106,34010,0,18,2,2,5,0,3,7,0,0,0,2,77,2896,127983,0,10937,5,3,19,28,0,0,1964,0,0,161,0,5808,0,4,1182,0,0,3,0,0,0,2,705,0,0,1,0,0,1,0,305084,0,2216,0,0,752,0,0,45,102,20048,0,101,6,13,0,0,0,2,0,0,1,0,138,0,0,0,3,1517,10,0,0,1,3,0,17,5183,1,73,0,2921,0,0,1,0,0,1,0,2,1,5,0,0,0,1500,7382,0,318,0,0,7,3,2,0,2370,1,0,95,0,3,0,0,8,383,538,0,0,2,4,0,0,0,0,0,270591,0,0,1,1002,54372,32212,0,2,1,1,0,0,1,0,0,0,0,3194,0,0,27,0,51430,0,0,29,0,1,0,0,0,216,0,0,1073455
BLR,0,59,0,0,0,39,0,216,447,921,0,649,0,0,0,435,0,0,2,0,0,1,3,0,0,0,0,0,1357,591,0,0,0,0,0,0,0,3,0,0,0,0,102,4020,17825,0,389,1,70,7,13,0,0,2046,1612,0,169,0,1414,0,0,74,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,166,0,0,351,17,0,27,3160,15288,0,0,0,2826,0,53,0,0,0,0,0,0,1,0,0,0,4789,7,14671,0,0,1,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,438,0,39,0,0,2,0,0,0,18899,0,0,541,0,0,0,0,0,0,121911,0,0,0,0,0,0,0,0,0,42,0,0,0,108,61,1309,0,0,0,0,0,0,428,0,0,0,0,59,0,0,35196,0,8005,0,0,0,0,0,0,0,0,37,0,0,261542
BLZ,0,0,0,0,0,4,0,68,33,0,0,1,0,0,1,4,0,6,0,0,0,1156,6,0,0,0,0,0,1883,67,1,4,1,0,0,0,0,9,0,0,23,1,1,4,19,0,9,52,0,8,3,0,0,7,0,0,2,0,13,0,0,3843,0,0,1,0,0,0,0,6,0,193,0,0,0,6,155,0,0,4,0,0,6,0,0,2,4,25,9,0,4,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,20,0,0,44,0,2,0,0,16,0,7,0,0,0,0,0,0,4,0,0,1,0,2,0,0,95,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,28368,0,0,15,0,0,0,0,0,15,0,0,37764
BOL,2,2,4,0,0,250031,0,550,382,0,1,4,0,2,672,32,0,0,1,0,0,0,29608,0,0,0,0,3,3517,2549,1,20792,0,1,0,6,2,785,0,0,136,0,17,92,1408,0,449,298,0,1990,0,0,0,211071,0,0,139,0,2432,0,4,20,0,1,11,0,0,0,0,28,0,24,0,0,0,1,51,1,1,86,0,0,36,0,1,12,21,14154,0,12,1,32,0,1,0,0,0,0,263,6,0,0,0,0,6,3,0,0,0,1,0,0,1001,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,666,407,0,141,0,5,164,15,442,0,60,82,0,235,1275,2,0,0,0,1,44,6,0,3,1,1,0,0,2,0,10,1,0,0,46,15,3102,0,0,1,0,1,0,1,0,0,0,0,9,0,1,0,0,58806,4,0,1115,0,0,0,0,1,137,0,0,609562
BRA,71,0,10775,21,71,15820,0,16456,4992,2,2,11461,3,0,6364,570,7,57,14,185,0,17548,0,0,847,0,144,95,17658,50819,503,7807,75956,0,26,970,386,2847,1,501,234,7,259,1800,56933,0,3434,819,216,6090,97,1,2,218612,47,0,1479,0,49379,0,20,18257,0,33,438,56,0,43,225,2232,0,108,11410,0,1905,33,49,158,96,2499,80,0,4893,1,5,427,9569,103788,0,31,188985,1822,0,0,0,15,1,0,936,16,42,26,0,0,147,7272,122,0,1,8,66,0,3197,9,0,58,0,12,5,0,259,53,7,0,46,21,0,105,0,0,0,13110,4502,0,2444,0,0,949,89,3240,0,1564,68,3791,158985,41966,29,0,18,61,2471,954,3,10,0,135,0,0,32,45,0,117,1,8,5931,828,182,5780,1,105,2,5,119,0,1,200,1,0,3,2371,16,32,1048,1594,274144,4,0,7971,0,648,2,0,0,25292,1,0,1502848
BRB,0,0,0,0,0,1,0,49,5,0,0,0,0,0,0,3,0,0,0,0,0,2,11,0,0,0,0,0,500,15,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,9,8,0,7,0,0,0,0,0,0,4,0,15,0,0,19281,0,0,0,0,0,0,0,1,59,0,0,0,79,0,0,0,0,3,0,0,16,0,0,1,0,22,173,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,63,0,0,0,0,0,0,4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0,150,0,0,0,0,0,0,16,0,0,23840
BRN,4,1,0,0,2076,5,0,21814,127,0,0,51,0,0,1379,3,227,6,0,0,0,2,222,0,0,2,2,0,9763,469,3,4,1025,0,0,0,0,13,0,0,0,0,45,85,1049,0,200,5,271,12,320,0,0,302,0,0,118,0,538,0,0,6130,0,0,0,0,0,0,0,30,0,0,0,4,0,1503,0,0,0,27,200,30899,319,4,0,16,3,756,0,44,797,1,0,0,407,490,299,3,4,0,377,0,4,0,0,3,0,61,0,0,3,1,10,0,0,5,2,0,2,0,0,0,21,0,8865,0,0,3,0,0,0,1651,262,2,2588,84,6,13,6,883,57,12,0,60,20,0,0,0,492,0,2,271,0,2601,0,0,19623,2,0,0,0,0,0,0,2,2,3,398,0,0,0,0,1190,0,0,5,0,0,0,67,0,0,0,0,12577,0,0,7,0,220,0,0,0,193,0,2,134737
BTN,0,0,0,0,2385,3,0,737,87,0,0,28,0,0,328,10,135,1,0,0,0,0,20,2,2,0,42,1,2322,129,0,11,33,0,1,0,0,4,0,0,3,0,9,2,302,0,39,13,3,1,1,0,0,68,0,0,11,2,388,0,1,1271,0,7,1,0,0,0,0,69,0,0,0,0,0,120,0,1,0,7,0,9977,75,0,1,1,120,496,7,42,147,1,0,0,4,33,0,0,19,4,19,0,0,2,0,1,1,9,0,0,25,45,10,0,0,2,0,0,0,13,0,0,89,0,1037,1,0,1,0,0,0,93,36,86111,237,758,3734,14,2,42,0,2,2,2,76,1,1,0,13,2,1,89,0,207,54,0,536,0,4,0,0,1,0,0,1,0,1,81,0,0,0,0,0,0,0,1,0,1,0,8,29,12,0,0,7093,0,0,2,0,21,0,0,0,388,42,0,120480
BWA,0,0,5,0,0,0,0,972,12,0,267,1,0,0,13,27,0,11,0,0,0,0,10,3,0,0,0,0,303,40,23,7,5,0,0,55,0,8,0,0,3,0,17,74,0,0,33,3,0,5,3,0,0,40,0,0,9,0,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,20,2,0,1,6,0,1,50,0,0,0,7,49,5,0,6,0,3,0,1,1,0,0,0,12,0,1,0,16,0,0,0,0,0,0,0,0,169,0,0,3,0,0,0,0,0,0,0,18,4,0,283,0,0,0,1,87,54,0,139,0,0,2,0,55,0,0,49,0,3,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,198,0,0,1,1,49,2,0,0,0,4,0,0,0,0,4,0,11,68,82,0,0,546,0,1,1,0,3,0,0,0,34753,20,3,38825
CAF,0,0,18,0,0,1,0,30,15,0,850,8,44,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,165,104,0,2,0,0,133,1440,11820,7,0,0,2,0,9,2,65,0,8,5,2,2,16,0,0,34,0,0,2,0,9978,0,31,32,0,1,18,5,0,0,111,3,0,0,4,0,0,4,0,0,0,9,0,0,11,0,0,0,6,167,1,0,1,6,9,0,0,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,1,0,44,0,20,0,0,0,0,0,0,2,1,0,0,2,0,2,8,117,0,37,7,0,4,0,0,4,0,2,0,9,12,0,39,0,0,2,0,8,0,30,79,0,69,0,0,0,0,0,0,0,9222,229,1,3,19,62,0,0,58121,108,2,0,0,0,0,0,0,5,6,400,0,0,405,1,0,1,0,0,0,0,0,31,0,0,94319
CAN,665,0,1919,78,9,435,0,10712,6662,37,2121,7406,21,669,605,648,62,615,6101,723,46,634,950,324,0,9,293,88,0,7783,42,2188,2842,8,0,516,95,624,0,33,1086,0,2233,6621,94156,0,2853,1854,364,1539,112,4,0,50272,89,192,2177,0,7685,0,95,53662,0,141,723,80,0,51,14,31577,139,15,5,0,195,14209,138,660,505,9942,290,0,7542,4132,31,1421,9766,72147,745,1674,3102,1627,138,0,1780,3793,0,0,4514,517,519,100,0,0,172,1564,204,180,0,30,40,5,13141,5,65,513,0,49,28,3,40,0,16,28,65,0,132,1,3,0,0,5688,5380,0,4013,0,0,692,3,1630,0,2422,2269,139,25627,178,364,20,157,0,2629,5598,5484,0,1430,20,6602,0,28,0,0,2774,5765,1,437,4541,710,5610,12,465,312,6,12044,0,115,42,0,53,7,4076,771,707,919,7,192211,14,136,655,0,285,0,1,311,22363,51,0,795247
CHE,3,910,2229,48,3,4,0,2510,6259,0,45,1051,82,382,17,230,0,43,17563,0,0,186,509,1,0,7,25,123,3867,0,0,265,85,336,0,1660,38,254,0,9,164,0,234,3383,21507,1,1235,681,199,992,71,1,0,49918,1,0,566,0,43327,0,82,5394,0,51,620,30,8,1,39,356,0,6,1,0,3,159,19,953,200,2877,2,0,756,1197,11,98,2005,178189,11,38,204,1,10,0,908,9,0,0,7,533,6,1,0,0,45,1251,104,0,0,0,68,0,1492,1,72,51,0,910,8,2,9,0,0,11,8,1,97,0,21,42,0,1782,971,16,753,0,0,95,0,324,0,1214,287,3,9415,89,7,14,1,0,504,348,1684,0,206,0,0,0,164,0,0,8035,256,1,1,1558,1485,1256,1,1,80,157,4363,0,0,0,0,9,1,5036,49,25,0,0,11341,0,1,128,0,7,0,0,122,2922,18,0,414732
CHI,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43279,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44091
