countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
MKD,0,0,0,2394,0,0,0,1560,4090,0,0,1042,0,0,0,1492,0,0,3532,0,0,0,3,0,0,0,0,0,799,6115,0,21,0,0,0,0,0,0,0,0,0,0,14,1198,28233,0,561,1,0,12,0,0,0,271,0,0,47,0,939,0,0,110,0,0,0,0,0,0,0,2176,0,0,0,0,0,0,0,7115,0,128,0,0,415,0,0,9,0,13474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,6,0,0,34,0,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,380,670,0,105,0,0,0,0,0,0,83,0,0,106,0,0,0,0,0,540,19,0,0,0,0,0,0,0,0,0,44634,0,0,0,340,4952,1164,0,0,0,0,0,0,0,0,0,0,0,5870,0,0,0,0,3141,0,0,1,0,0,0,0,0,43,0,0,140389
MLI,0,0,88,0,35,2,0,202,125,0,2,198,1285,13584,0,9,3,0,0,5,0,3,25,0,0,0,0,787,1698,525,2,146,2,204073,80,12,26264,12,1,21,1,0,6,55,2006,0,113,20,10,27,92,2,658,24946,0,0,29,0,72475,0,31196,397,0,5123,35595,13,4131,31,104,24,0,0,12,0,0,11,0,0,1,47,0,0,97,0,20,3,260,2547,0,14,10,23,0,0,1,4,3,0,0,5440,162,0,0,0,2,17,4,1,0,0,71,0,64,0,0,1,0,0,0,0,14530,7,8,2,0,35,0,90,49847,70947,0,301,75,0,28,0,0,3,1,5,0,91,12,0,268,0,0,5,9,86,14,132,2,3,584,12245,3,0,3179,0,0,2,296,134,11,9,7,189,1,0,127,3139,1,0,0,0,0,0,2,52,255,3,17,0,1682,0,0,8,0,0,2,0,0,631,110,0,594248
MLT,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,6,5,0,2,1,0,0,0,0,0,83,0,0,2,0,10,0,0,2837,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,7,0,0,31,0,0,0,3,309,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,0,0,8,0,0,2,1,3,0,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,33,0,0,3441
MMR,9,96,0,0,1736,91,0,19334,230,0,0,58,0,0,55929,0,96,1,0,0,6,5,137,1,13,28,70,3,9729,306,0,36,27,0,0,0,10,14,0,1,6,0,52,148,1633,0,1368,33,5,23,8,2,0,71,1,0,1047,2,694,0,3,33953,0,9,8,0,0,0,0,93,0,0,10,9,7,6212,2,0,3,135,5,19413,227,6,1,4,87,1488,5,224,1685,16,0,0,142,3045,31,195,106,3,37,0,80,4,0,8,5,741,0,0,63,40,17,0,2,10,0,0,0,12,3,1,496,0,191213,0,0,1,0,0,0,1037,2665,1132,1436,488,47395,98,0,753,0,11,16,36,91,1,0,3,42,0,22,862,0,401,118,0,3475,0,7,0,0,6,0,0,32,8,5,1575,0,0,0,0,1168349,0,2,45,1,1,0,14,24,13,0,0,86669,0,0,86,0,6252,0,0,0,820,37,0,1676947
MNE,0,0,0,4745,0,0,0,229,6973,0,0,345,0,0,0,26,0,0,3793,0,0,0,11,0,0,0,0,0,41,605,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,73,26,0,0,0,0,0,0,0,0,2,0,224,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,12024,0,33,0,0,0,0,0,2,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,0,0,0,0,0,0,2,4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,5,0,0,0,1,1,0,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38301,0,0,0,32,1139,209,0,0,0,0,0,0,0,0,0,0,0,21033,0,0,0,0,2273,0,0,75,0,0,0,0,0,0,0,0,100729
MNG,4,2,0,1,25,41,0,1959,5474,553,0,86,0,0,52,194,1,1,2,1174,3,9,151,1,2,2,8,3,2805,1251,15,29,251,0,2,0,15,42,0,2,48,38,53,8122,11731,0,187,38,2,31,60,0,0,263,216,0,452,0,2528,1,3,512,0,3,20,1,0,0,1,135,0,1,4,4,4,2079,6,8,4,4048,0,5,1392,0,7,62,785,829,5,86,1055,1121,0,5,19,21356,1,0,34,8,7,0,0,0,288,10,642,174,0,459,8,0,536,8,2,8,36,0,0,0,1,0,89,0,21,1,0,5,0,0,0,957,217,88,400,3,58,31,7,305,1,1169,120,24,99,6,14,2,1,6,29,98416,2,17,16,2,270,0,3,0,0,36,0,0,10,202,15,1167,0,0,0,2,42,0,173,7,0,4,0,912,1,7,613,0,6370,2535,0,41,0,32,0,1,0,214,3,3,188481
MOZ,1,2,1307,0,9,0,0,7535,104,0,740,302,0,0,0,25,0,7,0,0,0,3,372,0,0,1,3070,3,2074,1278,44,676,1,0,0,0,18,6,0,3,2,0,354,28,625,0,142,19,9,12,8,133,0,1470,0,0,65,0,697,0,0,12797,0,0,0,2,0,0,0,185,0,0,0,0,0,2,0,0,0,54,0,0,596,0,0,11,535,627,0,0,2,0,40,0,0,110,2,0,0,0,0,0,0,75,2,532,2,0,0,0,1,0,19,0,0,4,2,0,0,0,0,0,47,2157,6,0,307,0,0,15,0,638,95,3,3573,0,62,3,3,71,0,38,1,0,10329,8,0,0,0,0,17,33,353,0,0,0,16,0,0,0,0,4,200,1,0,5,6,183,3740,0,0,0,21,0,0,0,0,0,0,17,1421,121,0,0,7821,0,0,132,0,0,0,0,0,122141,14,0,190347
MRT,0,0,0,0,0,1,0,25,12,0,5,131,97,221,1,1,0,0,0,0,0,1,4,0,0,0,0,128,302,41,0,2,5,4666,0,26,982,1,0,56,1,0,0,2,74,0,11,3,1,0,22,0,217,3649,0,0,5,0,4324,0,683,18,0,11,5347,8,2436,370,2,8,0,0,7,0,0,4,0,0,1,3,0,0,7,0,10,0,22,985,0,2,13,0,0,0,0,0,0,0,0,22,26,0,0,0,0,1,0,0,0,0,1,0,25,0,1785,1,0,0,0,0,0,4,1,0,0,1,0,2,169,4488,2,62,8,0,3,0,0,1,0,1,0,1,8,0,62,0,0,3,2,5,0,3,1,0,18,0,0,0,51,0,0,0,65,2,1,2,0,18,0,0,4,98,1,0,0,0,0,0,0,6,0,7,0,0,743,0,0,2,0,0,0,0,4,72,7,0,32743
MTQ,0,0,0,0,70,14,0,290,21,0,3,149,26,0,0,5,9,10,0,0,0,16,117,49,0,0,0,76,1213,147,12,68,0,0,140,0,103,69,6,3,3,0,5,10,169,0,17,140,6,187,4,2,5,742,0,0,13,0,180,0,93,87,0,2,93,4906,0,1,113,13,1,1,3563,0,0,0,0,3,23,20,0,0,38,0,0,4,402,577,2,2,35,0,0,0,2,4,6,0,1,2,0,517,0,0,2,30,2,0,0,0,135,0,59,0,36,0,0,0,1,0,33,0,17,0,0,96,0,432,0,0,0,18,16,0,51,4,0,27,0,10,0,65,8,0,337,5,0,24,17,277,21,27,2,0,0,140,0,3,0,1,0,13,0,2,207,13,2,29,0,0,14,27,0,0,0,0,0,0,4,85,0,2,0,1,1702,0,2,85,0,0,9,0,0,169,1,0,18873
MUS,0,0,2,0,0,0,0,7841,56,0,0,407,0,0,7,1,0,0,0,0,0,0,2,1,0,0,1008,0,5230,1172,8,3,2,0,0,0,0,1,0,0,1,0,12,26,0,0,75,3,0,0,0,0,0,10,0,0,30,0,14772,0,0,20857,0,0,0,0,0,0,0,37,0,0,0,0,0,53,0,0,0,53,0,0,464,0,0,5,3,1765,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,1,1,0,0,225,0,8,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,196,45,0,298,0,0,2,0,23,0,0,2,0,11,0,0,0,0,2612,1,0,1,0,0,0,62,0,0,0,0,0,0,0,0,8,5,90,0,0,0,0,1,0,0,0,0,0,0,6,96,1,0,0,1054,0,0,0,0,2,0,0,0,7041,0,3,65730
MWI,0,0,300,0,58,13,0,1956,90,0,3453,26,3,0,1,18,4,0,0,0,0,4,1290,0,0,0,3151,8,1455,828,9,103,1,0,0,4936,96,15,0,72,2,0,54,28,59,0,245,14,9,3,21,525,0,46,0,16,71,0,959,0,18,14227,0,2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,20,4,0,175,0,0,10,46,697,0,7,1,0,331,0,0,7,0,0,0,0,7,0,0,70,2,1,2,0,0,0,3,1,5,0,4,4,0,0,0,636493,0,0,9,0,12,0,1336,0,0,0,1,735,200,5,471,15,30,2,3,1,0,30,0,0,58723,0,0,0,1,0,0,147,6953,7,3,0,7,0,13,0,0,1,215,2,0,13,3,312,197,0,2,0,1,0,0,0,0,0,0,28,10142,448,0,0,3205,0,0,37,0,0,0,0,20,405517,15260,70879,1247105
MYS,63,31,0,0,23689,197,0,118031,1461,3,0,556,0,0,367,20,2638,64,1,0,17,26,484,0,2299,23,55,2,41968,4030,3,116,8199,0,0,0,11,47,0,0,6,1,530,771,13032,0,2151,96,1873,110,1912,4,0,4265,1,0,1299,0,4787,0,2,50484,1,4,7,0,0,0,0,366,0,6,14,44,17,26160,5,0,8,503,2971,3430,3614,0,0,203,9,10433,0,162,10609,49,0,1,5597,4321,2669,73,89,0,2722,0,31,1,6,38,15,2024,0,3,60,28,140,0,1,45,800,0,31,0,3,0,965,0,0,0,0,1,0,0,0,4805,2720,337,17106,681,0,195,28,1102,159,111,28,497,249,7,0,5,5717,0,55,2168,8,30475,30,0,856037,0,6,4,0,7,0,0,57,36,45,4746,0,0,0,0,18917,0,2,183,1,0,0,394,0,19,0,0,131860,9,0,230,0,187,0,0,0,1680,3,0,1444910
MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7031,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8635
NAM,0,0,3947,0,0,0,0,638,2,0,0,8,0,0,0,2,0,2,0,0,0,0,26,0,0,0,618,0,313,17,0,4,0,0,0,724,96,0,0,0,0,0,36,15,0,0,11,3,0,2,0,3,0,29,0,0,21,0,23,0,0,1498,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,137,0,0,2,12,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,251,0,0,0,0,0,0,0,52,11,0,478,0,0,1,1,14,0,1,0,0,108,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1164,0,0,0,0,0,0,0,0,29184,0,0,39573
NCL,0,0,0,0,1,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0,4,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,16,0,0,0,0,141,0,0,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,2,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,353,0,0,1,0,0,0,7,0,0,6,0,0,1876,0,0,0,22,0,0,0,0,0,96,0,0,0,0,0,0,0,1,0,1,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,1,53,0,0,0,0,0,3975
NER,0,0,0,0,2,0,0,67,52,0,0,697,70575,4349,5,3,0,1,0,0,0,1,14,0,0,0,2,589,538,259,0,11,0,15676,107,0,242,0,0,1,0,0,10,7,992,0,28,3,1,13,87,0,0,123,0,0,22,0,6627,0,371,634,0,5212,1277,0,0,0,1,130,0,0,0,0,0,0,0,0,0,23,0,0,291,0,0,0,28,973,0,2,15,0,0,0,0,2,0,0,0,625,140,0,0,0,0,7,0,0,0,0,1,0,0,0,1135,17,0,0,0,0,239,0,0,0,0,0,0,0,0,32463,0,366,44,0,6,0,0,0,0,2,0,6,0,0,5,0,0,0,0,0,0,28,0,0,68,337,0,0,157,0,0,0,584,3,0,3,0,43,0,0,2491,12088,0,0,0,0,0,0,0,4,0,5,0,0,2001,0,0,0,0,0,0,0,0,37,0,0,162968
NGA,0,0,119,0,3587,26,0,4863,7912,0,0,3231,77277,2163,538,106,385,145,0,0,28,19,1300,0,0,0,641,2627,22989,3294,0,25,0,29926,115716,0,41,58,0,830,1,3,339,859,24811,0,1413,52,711,82,745,0,0,47734,0,0,1889,0,5896,0,15810,180272,0,30652,4608,0,0,0,5003,5296,0,0,0,0,0,0,0,0,0,2014,0,93,19817,0,0,88,0,46124,0,8,2756,0,0,0,0,1357,366,0,0,24585,1109,15,0,0,34,8,20,0,0,0,0,0,127,0,634,104,0,0,0,0,2,0,0,0,0,0,0,0,11801,0,4,7690,1166,0,670,0,0,31,4,228,0,574,0,0,543,0,0,0,842,0,3,704,0,4605,18592,286,0,0,5129,0,0,0,7191,371,0,86,35,3597,2,0,23856,38083,0,0,0,0,0,0,0,379,0,4,0,0,262862,0,0,100,0,0,0,0,0,20652,91,0,1113464
NIC,10,23,10,0,2,132,0,809,269,1,5,27,0,1,10,51,0,7,0,7,42,165,434,0,0,0,0,2,11748,769,0,370,8,11,1,25,4,883,0,0,341688,175,19,46,1005,0,270,667,2,846,2,0,0,18941,2,1,141,0,897,0,4,94,0,0,20,1,3,1,3,85,0,5660,1,0,1,4,3436,1,14,57,1,0,51,24,0,11,49,1627,207,5,30,56,0,0,0,2,0,0,2,5,1,0,0,0,1,5,1,0,0,0,1,0,4087,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,543,232,0,45,0,2,10337,34,13,0,21,392,0,59,42,2,0,0,2,11,118,1,1,8,1,1,0,0,5782,0,2,5,0,8,22,6,874,0,1,0,0,2,0,1,0,0,3,0,37,1,2,33,0,265461,0,0,2310,0,1,0,0,13,190,0,0,682707
NLD,2134,2980,1851,4,462,61,0,5537,5890,16,648,129406,22,92,5,403,108,6,48,70,0,15,784,0,293,7,234,4,11472,14085,0,225,0,189,0,2138,26,123,0,24,155,0,308,4724,93764,0,5036,253,300,461,151,0,5,44946,9,0,1117,0,31414,0,6,39667,0,82,563,138,0,0,12,1728,0,9,16,0,4,272,18,196,2,3791,1285,0,4330,1091,0,214,3126,10063,0,211,135,161,15,0,231,55,0,0,55,2093,0,10,0,0,147,1964,178,0,0,67,2,0,394,0,7,238,0,1,0,0,16,0,0,2,25,0,32,0,3,0,0,0,5179,0,2448,0,0,128,56,160,0,3585,23,0,2437,20,0,0,171,0,713,6138,1174,0,567,0,0,0,2,0,0,263,2765,0,4203,803,292,6429,0,327,257,61,1019,0,3,0,0,0,0,14124,14,484,867,0,23107,0,0,206,0,0,0,0,38,10591,0,0,523314
NOR,4,48,13,36,0,3,0,949,619,0,0,962,13,52,1016,81,0,0,148,2,0,40,211,1,0,0,122,3,487,847,0,193,2,102,0,112,0,47,0,0,24,0,114,141,3579,0,9204,32,1,141,23,0,15,11514,1,0,770,0,1648,0,4,8287,0,0,69,0,0,0,4,95,0,0,1,0,1,30,8,77,3,1150,0,0,353,838,0,355,66,1180,8,21,1,2,0,0,4,1,0,0,3,82,16,1,0,0,157,93,164,0,0,0,0,0,757,19,5,21,0,10,0,0,0,2,0,1,0,1,10,0,1,1,0,999,0,0,182,0,0,30,0,437,0,1221,199,0,228,8,5,0,0,0,10,76,145,0,3,0,10,0,2,0,0,118,74,0,0,233,89,18942,0,0,1,15,340,0,0,0,0,6,0,1899,3,3,0,0,238,0,0,39,0,274,0,0,5,835,0,0,73891
NPL,0,0,0,0,4998,2,0,36457,715,0,0,1358,0,0,22769,39,517,0,0,0,0,0,62,0,2665,25063,1,0,5521,1124,0,14,0,0,0,0,0,3,0,0,8,0,73,223,4038,0,2261,3,0,5,4,0,0,3839,0,0,1593,0,1638,0,0,36,0,0,0,0,0,0,0,71,0,0,0,0,0,8017,0,0,0,115,0,400705,312,0,0,130,0,1858,0,189,45,4,0,0,130,10105,404,0,0,0,0,0,0,0,1,34,24,25,0,0,1,0,13,0,0,2,4,0,1,0,0,0,6,0,180739,0,0,0,0,0,1,1905,1226,0,874,0,0,13,0,592,0,95,0,2,699,0,0,0,1038,0,1,89,0,5949,0,0,47,0,0,0,0,0,0,0,1,9,16,949,0,0,0,0,16328,0,0,0,0,0,0,20,0,0,0,0,101702,1,0,2,0,2132,0,0,0,173,0,0,851828
NZL,1,0,3,52,0,1,0,279134,359,1,10,37,0,0,1,34,0,4,50,1,0,27,274,0,16203,12,0,0,5244,1102,0,81,7,0,0,26,0,39,0,0,5,0,84,303,1571,0,559,3,4,148,12,0,0,1001,0,0,188,314,1158,1,0,36289,0,0,8,0,0,0,0,83,0,0,0,0,0,638,0,127,0,277,24,0,1754,0,0,30,15,1056,0,90,1444,19,0,0,323,1046,0,0,20,37,0,0,0,0,5,12,17,0,0,0,0,0,70,18,0,13,0,23,0,0,0,0,0,0,227,0,47,66,0,0,1,1251,404,0,0,0,0,20,3,214,0,125,5,0,43,11,0,25,4,0,59,11,71,0,39,0,1145,2,16,0,0,383,189,0,0,54,49,759,17,120,9,0,2579,3,0,118,0,0,0,362,3,7,3,0,12287,0,0,10,0,2,212,642,15,2660,0,0,375764
OMN,24,859,0,1,73104,7,0,8838,475,0,0,255,1,0,408,35,2552,9,0,1,5,9,97,29,114,726,167,3,20887,1091,270,76,432,0,8,70,3,33,1,0,10,13,774,32,2296,0,710,23,866,36,825,7,0,1671,2,7,118,32,1901,0,1,17937,0,24,0,10,0,0,12,854,0,0,4,6,2,723,1,1,0,110,164,10541,817,229,115,15,744,6022,68,1945,775,0,65,0,22,439,6928,0,1137,92,2787,6,103,0,9,11,9,4,10,0,136,58,52,4,0,35,1285,0,0,4,3,3,359,83,4004,17,0,38,0,29,0,1985,731,2967,2257,0,22118,91,3,1509,7,120,7,15,410,6,20913,5,4748,48,21,159,129,12453,6050,0,3234,3,38,0,0,3,2764,1,42,23,8,768,0,660,599,2,778,0,0,3,4,24,0,313,95,755,0,1,67935,0,3,18,0,74,1,0,98,1874,19,18,335675
PAK,0,3403020,0,0,607156,8,1,46659,5811,0,0,6117,0,0,1904,189,66354,18,0,92,8,60,234,23,119,1832,565,0,164057,5217,0,136,4713,0,0,0,0,89,0,0,7,0,554,1094,64764,0,13861,146,676,125,696,2,0,69199,2,0,3367,950,17804,0,0,290574,0,83,0,4,0,0,0,28315,0,14,0,0,0,3341,1,0,0,672,3444,116306,3656,579935,354,41,1257,68804,74,847,5175,0,3,0,39,6419,75618,1,129,95,1097,19,84,43,60,18,53,0,0,14,2781,51,154,0,0,93,2876,0,14,319,0,0,410,72,26244,0,0,0,0,0,2,16568,18984,12673,4710,24919,0,153,24,645,5,412,6,220,2428,18,0,1,143768,0,9,727,65,548441,0,0,83645,90,167,1,0,0,41,0,0,123,29,18625,0,987,0,0,63131,1051,0,0,6,23,0,4018,641,1151,0,0,304325,55,0,24,0,490,0,0,15,10749,22,0,6971419
PAN,4,0,11,1,0,33,0,123,44,2,1,10,0,1,3,10,1,26,1,0,0,108,64,0,2,0,0,1,1885,341,0,391,1,0,0,4,1,1616,0,0,4999,13,29,49,315,0,56,420,2,1429,0,0,4,5132,0,0,20,0,398,0,0,194,0,0,4,0,0,0,1,143,3,78,1,0,0,0,103,1,6,49,0,0,25,18,0,6,152,1013,63,4,8,120,0,1,0,1,0,0,36,7,0,20,0,0,3,4,2,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173,47,0,29,0,1,0,0,17,0,44,113,0,79,31,5,0,0,0,15,8,0,0,1,0,0,0,0,90,0,11,1,0,0,29,4,183,0,4,0,0,8,0,1,1,0,0,0,26,0,0,3,0,17981,5,0,337,0,0,0,0,0,57,0,0,39005
PER,2501,13,25,3,28,249519,0,14232,2676,3,8,1839,7,37,2289,81,5,334,28,32,4,21170,24210,4,13,0,9,15,39287,13569,11,200052,26687,13,15,163,20,9772,0,12,4950,68,84,472,23953,1,1701,4226,14,31098,9,0,1,295451,5,0,738,0,17726,0,19,529,0,4,33,3,0,0,57,582,0,391,605,0,14,72,399,151,1022,599,6,2,493,24,1,135,5246,168215,18,15,86912,209,0,0,1,35,1,0,41,29,6,5,0,0,25,168,26,5,0,2,27,0,9738,0,13,32,2,2,1,0,12,3,12,2,4,14,4,94,0,3,125,5451,1978,3,1125,1,3,4726,0,615,0,381,1479,1087,863,3187,24,3,7,39,172,578,261,9,3,9,20,0,5,170,0,113,5,0,36,159,87,10749,0,5,4,2,29,0,3,1,0,13,1,404,7,6,105,1436,633421,3,1,73773,0,202,2,0,9,752,5,1,2008904
PHL,1425,108,2617,0,263765,175,0,175136,12942,45,6,3784,0,1,1151,131,33381,921,0,14,12,100,558,42,6567,20,176,4,366491,12328,1580,579,91730,2,2,303,54,193,0,1,114,2,7644,745,46439,0,10628,160,1149,426,865,1,0,49537,4,0,2548,14,15607,104,2,109312,3,52,0,3,0,0,1,6352,0,48,10,7471,15,81076,2,5,5,724,1772,276,10349,614,5,1843,1230,126968,52,2000,174440,5720,0,37,1838,39857,28993,29,1237,167,2144,11,0,1,67,192,45,13006,0,9,42,225,1120,6,2,216,54,15,176,1,6,1,181,0,89617,0,5,9,1,2,12,11866,14437,15,28161,6533,4,1245,1,0,483,930,189,4449,1106,53,91,5,57546,0,146,651,9,402963,9,5,10787,1,10,6,0,11,23,0,30,129,103,10678,1,0,1,0,2550,0,34,911,0,11,0,1342,48,46,8,5,1610768,271,6,258,0,2083,5,0,7,8567,3,0,4001605
PNG,0,0,0,0,0,0,0,14402,46,0,0,4,0,0,723,4,0,0,0,0,0,2,3,0,19,0,1,0,359,180,4,7,19,0,0,0,0,4,0,0,2,0,8,4,24,0,14,2,0,5,0,0,0,26,0,0,11,1,37,0,0,242,0,0,0,0,0,0,0,6,0,0,0,0,0,28,2,2,0,8,8,0,80,0,0,1,13,128,2,2,32,0,0,0,1,20,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,180,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,144,10,0,1069,0,0,2,0,358,0,9,31,0,9,0,0,0,0,0,1,3,0,0,0,0,26,0,0,0,0,1,0,0,0,5,2,26,0,0,0,0,12,0,0,4,0,1,0,8,0,1,0,0,1678,0,0,2,0,1,48,34,0,97,0,0,20264
POL,1,140,30,25,1,1,0,43,11819,8,4,12151,6,10,54,352,0,0,1718,250,0,7,19,1,0,0,5,8,673,3381,0,26,13,29,10,61,7,16,0,0,13,0,196,12361,433120,1,6320,110,19,17,0,0,8,17597,170,1,563,0,4263,0,13,91512,0,12,48,0,1,0,3,1074,0,0,3,0,2,43,11,526,4,1182,0,0,29271,79,1,1829,8800,31614,12,17,126,329,1,0,12,4,0,0,72,69,5,1,0,0,4,422,56,0,0,2,3,0,998,9,5,38,0,35,0,0,1,0,1,2,3,5,9,6,3,1,0,13943,12456,0,33,1,5,20,0,61,0,0,289,0,458,1,11,1,0,14,142,276,45,0,47,9,2,0,2,0,0,1626,23,0,1,4800,246,11114,0,0,4,5,67,0,152,0,0,9,0,293,1,11,343,0,61283,0,1,67,0,6,0,0,107,1756,1,0,783639
PRI,158,3,2,1,253,11,0,2065,404,0,0,394,0,0,40,88,31,27,0,1,124,368,906,172,6,3,54,16,2088,1383,11,420,678,0,3,0,13,2344,0,23,370,42,114,394,3501,0,289,6988,108,4799,80,0,0,9830,4,0,160,0,1799,0,5,3932,0,21,3,49,0,1,15,93,67,184,3,5,103,5,70,30,2239,343,114,0,364,20,0,48,2913,4134,444,1,279,14,0,0,3,1185,1,0,3,0,49,105,0,5,64,30,35,0,0,6,15,0,19448,1,0,23,0,0,20,0,11,1,4,0,0,3,0,20,0,0,8,585,288,0,652,0,0,960,0,44,2,803,0,41,242,129,40,6,68,7,277,263,6,145,0,0,338,0,20,54,0,18,0,0,39,134,33,469,5,1,0,6,17,1,0,0,0,263,0,669,27,47,6,124,378294,3,58,2599,41,33,0,0,0,774,2,0,465740
PRK,0,0,0,0,0,0,0,65,266,447,0,0,0,0,0,10,0,0,0,0,0,19,51,0,0,0,0,24,6,123,0,0,0,0,0,0,0,46,0,0,5,0,5,16,264,0,45,0,0,167,0,0,0,0,0,0,0,0,4,0,24,0,19,0,0,0,0,0,0,31,0,0,0,0,0,6,4,0,0,0,0,0,67,0,0,1,0,57,0,16,0,61758,0,486,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,270,8,0,992,0,0,0,0,0,252,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,6,0,0,33,3,3283,0,0,3,0,31,0,0,0,0,0,0,409,0,0,0,0,2,0,6,0,0,0,0,0,0,5,1,7,0,0,0,0,38,0,432,0,0,0,0,3,0,67,0,0,24,3284,0,4,0,0,0,0,0,46,0,0,73340
