countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
GIN,0,0,52,0,6,0,0,1367,131,0,0,479,288,0,57,12,0,0,0,8,0,5,37,0,0,0,1,16,962,384,1,3,5,0,31,0,45,13,1,166,0,2,5,35,1095,0,52,2,19,30,17,1,400,3450,2,0,48,0,6035,0,334,520,0,398,0,0,3532,810,28,9,0,0,0,0,0,0,0,0,1,32,1,0,60,31,0,3,67,1546,0,0,3,11,0,0,0,7,1,0,0,2653,9,0,0,0,3,11,1,0,1,0,27,0,22,0,2,2,0,0,0,0,1450,0,2,0,0,11,0,29,0,2079,0,1039,271,0,16,0,0,2,0,3,0,43,0,0,1198,2,1,0,1,30,14,39,0,3,0,4331,2,0,378513,0,0,0,0,1,4,5,4,302,3,1,4,41,0,0,0,0,0,0,0,77,0,1,19,0,16792,0,0,17,0,0,1,0,0,188,0,0,431927
GLP,2,0,0,0,24,0,0,116,13,0,0,125,8,0,0,5,1,1,0,0,0,14,0,0,0,0,0,9,163,104,6,1,0,0,75,0,3,62,2,1,0,2,5,3,86,0,8,15,7,137,2,5,7,864,0,0,9,0,30,0,0,37,0,1,0,0,0,0,77,18,0,0,301,0,0,0,0,0,10,15,0,0,33,0,0,2,214,597,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,2,19,2,0,0,0,125,0,0,0,0,0,0,0,1,0,20,697,7,0,0,49,0,272,0,0,0,11,6,0,29,0,0,15,0,8,0,53,0,0,10,2,0,0,4,145,20,15,0,0,0,0,0,0,0,0,0,0,0,0,99,8,0,14,0,0,7,0,0,0,0,0,0,0,0,73,0,2,0,0,567,0,0,57,1,0,7,0,0,84,0,0,5670
GMB,0,0,0,0,0,0,0,64,200,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,197,283,0,0,0,0,0,0,4,0,0,1,0,0,0,5,882,0,179,0,0,21,4,0,8,9121,0,0,179,0,751,0,0,6893,0,9,0,0,0,134,0,20,0,0,0,0,0,0,0,0,0,5,0,0,28,0,0,2,0,334,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,59,0,0,0,0,0,0,0,0,1011,0,223,247,0,10,0,0,0,0,0,0,4,0,0,57,0,0,0,0,0,1,0,0,0,0,310,0,0,3449,0,0,0,0,0,0,0,4,1321,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,28050
GNB,0,0,25,0,0,0,0,4,21,0,0,7,0,0,0,3,0,0,0,0,0,0,432,0,0,0,0,12,27,140,0,1,0,0,1,0,0,3,0,2323,0,2,0,8,2,0,15,0,0,5,28,0,849,3285,0,0,2,0,29,0,0,24,0,0,0,0,403,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,200,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,858,0,0,0,0,0,0,1,0,711,0,82,6,0,0,0,0,0,0,0,0,1,0,0,10417,0,0,0,0,1,1,20,0,0,0,1625,0,0,431,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,2,0,0,0,0,0,22,0,0,22154
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,1,23,6,1,24,0,0,153,205,3,1,212,2,0,0,140,1,0,0,2,1,11,23,2,1,1,9,5,117,555,10,8,62,0,22,9,1,20,1,1,2,0,2138,108,1203,0,93,3,38,55,42,3,2,2081,1,0,50,0,577,0,1,1722,0,3,0,1,0,0,22,0,0,1,1,0,1,0,0,18,2,230,25,0,146,30,0,10,1362,5086,4,0,6,148,0,0,0,116,2,0,0,0,18,1,0,0,20,29,14,0,0,0,36,0,239,0,0,81,0,0,3,0,4,0,3,0,1,14,0,36,0,3,0,211,69,0,74,0,0,7,0,13,0,357,0,4,92,4,1,0,5,38,295,72,2,53,7,0,28,0,78,0,0,5,18,0,3,71,27,128,0,0,14,1,8,0,1,0,0,2,0,1430,0,13,1,3,88,8,1,9,0,4,1,0,0,172,0,0,20886
GRD,144,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,7,0,0,0,0,12,263,0,0,0,0,2168,11,0,2,0,0,0,0,0,3,0,0,1,13,0,2,0,0,2,3,0,6,0,0,0,15,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,2,0,0,6,0,0,0,0,14,75,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,8,0,0,0,3,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,2170,0,0,43,10,0,0,0,0,0,0,0,5587
GTM,1,0,0,0,0,8,0,112,126,0,0,2,0,0,79,5,0,9,0,0,4307,90,89,0,0,0,0,0,5192,370,0,63,0,0,0,0,0,231,0,0,512,16,0,11,231,0,84,156,0,335,3,0,0,3783,0,0,28,0,1302,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,449,0,0,10,0,0,65,3,0,9,4,855,130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,199,258,104,0,14,0,0,386,2,1,0,8,40,0,13,15,0,0,0,1,6,2,0,0,0,0,0,0,0,1662,0,0,0,0,1,2,0,221,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,281174,0,0,195,0,0,0,0,0,24,0,0,309380
GUF,0,0,0,0,1,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,14,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,38,0,0,0,0,91,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,26,0,0,0,2,0,11,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,1,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,109,0,0,0,0,0,0,3,0,0,0,0,13,0,0,3,0,0,0,0,0,6,0,0,490
GUM,0,0,0,0,4,0,0,270,9,0,0,10,0,0,376,2,0,0,0,0,1,3,11,0,0,0,2,0,19,30,0,4,81,0,0,0,0,10,0,0,2,0,5,11,77,0,7,1,3,27,3,0,0,35,0,0,4,0,45,0,0,98,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,10,27,0,10,0,0,1,104,60,2,0,1,0,0,0,1,219,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,234,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,60,0,0,3,0,84,0,25,0,7,3,1,0,0,1,0,7,7,0,14,0,0,40,0,1,0,0,0,0,0,0,3,1,11,0,0,0,0,4,0,0,0,0,1,0,20,0,2,0,2,16,0,0,3,0,47,0,0,0,25,0,0,2239
GUY,96,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,128,0,0,0,1,1,668,0,0,0,0,5163,17,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,5,0,2327,0,0,19339,0,0,0,20,0,0,0,6,22,0,338,0,0,0,0,0,0,2,0,0,5,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,0,0,17,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,10,0,0,0,0,0,0,0,0,0,253,0,1,0,0,0,0,3073,0,98,1528,0,0,0,0,0,3,0,0,36110
HKG,3,0,1,0,15,1,0,24655,205,0,0,96,1,0,2854,17,0,0,0,2,17,29,22,6,2329,3,20,2,69589,326,127,43,2307,0,8,0,0,40,0,0,770,1,81,92,830,0,253,4,20,135,17,1,0,626,1,0,90,0,454,0,1,120145,0,3,0,1,0,0,8,37,0,1,0,0,2,0,0,4,3,71,374,0,143,0,0,8,360,934,9,0,17,3,0,0,78,1727,1,5,0,0,2,2,0,0,12,7,8,3798,0,0,32,0,258,0,0,16,0,0,13,0,2,0,34,0,10,10,0,78,0,1,0,161,419,0,2710,0,0,13,0,521,0,173,0,131,129,6,0,1,3,35,40,72,1,33,0,0,365,0,2,1,0,1,0,0,6,23,11,482,0,0,1,0,49,0,0,0,0,2,0,222,0,11,2,2,58203,0,1,234,0,370,3,0,0,1031,0,0,299781
HND,1,0,0,0,0,2,0,50,28,0,0,2,0,0,0,2,0,10,0,0,1086,113,1,0,0,0,0,0,1269,179,0,42,0,0,0,0,0,145,0,0,409,4,2,8,147,0,32,83,0,333,0,0,0,14436,0,0,16,0,152,0,0,4,0,0,0,0,0,0,1,10,0,555,0,0,0,0,0,0,0,6,0,0,6,2,0,11,5,788,50,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,72,117,21,0,10,0,0,168,0,1,0,7,0,0,4,10,0,0,0,1,4,4,0,0,0,0,0,0,0,550,0,0,0,0,1,1,2,93,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,129335,1,0,122,0,0,0,0,0,4,0,0,153614
HRV,0,0,0,1041,0,0,0,1720,1618,0,0,103,0,0,0,15,0,0,2086,0,0,6,58,0,0,0,0,0,1492,930,0,12,0,0,0,0,0,5,0,0,1,0,6,371,17981,0,53,0,0,11,2,0,0,256,0,0,18,0,763,0,0,57,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,306,0,0,50,0,0,18,3,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,1,0,0,78,0,8,0,397,0,0,0,0,0,0,0,0,0,1,0,0,0,153,191,0,69,0,0,3,0,0,0,125,0,0,7,0,0,0,0,1,158,23,0,0,0,0,0,0,0,0,0,0,0,0,0,99,6405,331,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,473,0,0,23,0,0,0,0,0,26,0,0,38742
HTI,413,0,0,0,0,0,0,6,14,0,0,70,0,0,0,3,0,8547,0,0,3,3,18,0,0,0,0,0,12214,425,0,6,0,0,0,0,0,40,0,0,5,51,1,0,89,0,19,22545,0,66,0,0,0,72,0,0,5,0,30144,0,0,0,0,0,0,3277,0,0,0,0,0,0,3268,0,0,0,0,0,0,0,0,0,2,0,0,3,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,1,178,0,0,0,0,0,0,0,0,0,418,9,0,2,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,251,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92782,0,0,426,18,0,0,0,0,0,0,0,175924
HUN,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5264,0,0,3,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,1,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12659
IDN,5,0,0,0,81367,103,0,48136,784,2,0,940,0,0,60824,34,5951,15,0,0,6,23,573,0,0,4,25,1,11378,2218,0,97,22742,0,0,0,3,81,0,7,9,11,117,144,9025,0,720,35,2159,88,2452,1,0,2524,0,0,249,0,3982,0,1,711,0,1,0,0,0,0,0,218,0,17,5,4,6,48883,1,0,3,236,0,356,169,0,0,65,94,1925,0,3259,12342,21,0,1,127,12554,30308,24,1895,0,5336,0,1,1,2,13,3,468,275,1,48,0,110,0,0,18,19,0,12,0,6,1,239,0,391454,0,0,805,0,0,2,88512,757,33,4157,6810,0,98,10,1124,6126,109,6,1067,1440,6,7,16,15299,0,75,365,1,160687,0,0,57888,521,3,1,0,2,3,0,27,20,18,1490,0,69,9,0,1236,0,1,41084,1,0,1,209,0,5,0,0,65445,5,0,132,0,4257,0,0,0,854,1,0,1228862
IND,0,3216,2,0,314725,7,0,134580,4526,2,1,3653,1,0,3236,109,13786,182,0,29,66,81,176,234,2551,16164,2421,1,169636,8031,47,158,3270,0,7,0,0,75,1,1,11,8,1481,655,20023,0,3299,95,578,168,477,63,0,18507,22,0,1950,131,21963,0,0,231698,0,247,0,58,0,0,7,3878,0,4,0,0,1,854,2,1,0,571,2316,0,2556,1889,47,102,7109,59001,487,730,5418,142,0,0,40,2250,60943,0,432,30,686,44,33812,44,52,57,55,0,0,0,2796,0,268,0,0,89,0,0,36,366,2,0,3193,446,12739,9,5,33,0,0,4,6882,2642,99167,20051,0,110847,924,0,2880,39,625,0,183,2888,48,14,12,62041,29,19,2381,113,328253,0,0,25526,42,338,1,0,0,1121,0,1,63,50,6606,0,101,1,0,1925,0,0,0,56,120,0,465,874,2121,78,0,638048,30,0,92,0,430,1,0,0,17351,451,0,2521885
IRL,0,6,6,0,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,3,0,0,0,0,0,1,486,0,0,1,0,111,0,0,245,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,174,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,34,0,0,0,48,0,0,0,91,0,0,0,0,2,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,20,0,0,1455
IRN,0,0,0,0,0,0,0,1500,107,0,0,214,0,0,0,65,0,0,0,0,0,0,59,0,0,0,0,0,509,294,0,0,0,0,0,0,0,0,0,0,0,0,13,37,4571,0,768,0,1138,5,68,0,0,80,0,0,531,0,123,0,0,1650,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,49,0,0,4,0,0,4,0,159,0,24094,0,0,0,0,0,0,0,0,9415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,29,0,0,0,0,0,0,802,1335,0,110,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,134,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7937,0,82869,0,0,5,0,0,0,0,0,0,276,0,0,0,0,4671,0,0,1,0,0,0,0,55,7,0,0,143893
IRQ,0,28,0,0,0,0,0,3479,294,0,0,576,0,0,0,200,0,0,0,2,0,1,151,0,0,0,0,0,1259,805,0,0,0,0,0,0,0,0,0,0,0,0,73,103,12117,0,1951,0,3162,12,257,114,0,248,0,0,1288,0,409,0,0,4274,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,143,0,0,12,6253,0,9,11,475,0,106328,0,4,0,0,0,0,0,0,40024,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,64,0,0,0,0,0,0,2098,3318,0,258,0,0,0,0,7,0,73,0,0,0,0,0,0,0,0,484,31,0,1,84,0,0,0,0,0,0,0,177,0,0,5,3,19581,0,371177,78,0,10,0,0,0,0,0,0,863,0,1,7,0,11477,0,0,19,0,0,0,0,156,19,0,0,594592
ISL,0,0,0,3,0,0,0,37,47,0,0,4,0,0,0,70,0,0,0,6,0,1,159,0,0,0,0,0,59,87,0,1,0,0,0,0,0,2,0,0,0,0,9,15,213,0,1548,1,0,7,0,0,0,522,2,0,29,0,76,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,42,0,0,9,0,0,0,0,133,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,34,19,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,408,0,23,0,0,0,0,0,0,265,0,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,761,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,0,1,0,0,0,0,0,3,0,0,4765
ISR,0,132,0,11,0,0,0,11,420,44,0,1492,0,0,0,452,0,0,0,603,0,3,22,0,0,0,0,0,170,417,0,0,10,0,0,0,1,5,0,9,0,0,670,514,8936,0,292,0,36,28,37,0,0,34673,106,0,75,0,2918,0,0,9391,0,0,0,0,0,0,1,277,0,0,0,0,0,0,0,0,0,352,0,0,756,4322,0,124,0,27711,0,607,0,798,0,0,0,0,0,0,124,0,0,0,0,0,104,55,16,0,0,0,1,0,0,1,0,9,0,7,0,0,6,0,0,0,0,0,0,5,0,0,0,1066,835,0,33,0,0,2,0,6,0,256,0,1,868,0,0,0,0,0,418,297,0,0,0,0,0,0,1,0,0,0,0,0,0,26,21,396,0,1124,0,0,0,0,0,0,0,0,0,231,0,2,1887,0,220,0,0,4,0,0,0,0,0,114,0,0,104562
ITA,0,0,103,419,0,0,0,94,735,0,0,9,0,0,0,2,0,0,2500,0,0,0,3,0,0,0,1,0,58,350,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1101,0,1,0,0,0,0,0,0,83,0,0,11,0,853,0,0,240,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,5,0,6,0,0,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,45,0,3,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,243,1,0,2,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,81,0,0,0,0,0,0,6,876,36,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,8224
JAM,281,0,0,0,0,0,0,54,40,0,0,0,0,0,0,4,0,736,0,0,0,1,34,206,0,0,0,0,14146,180,0,2,0,0,0,0,0,17,0,0,8,10,4,1,210,0,19,40,0,21,0,0,0,0,0,0,15,0,312,0,0,3832,0,0,0,0,0,0,0,0,14,0,0,0,66,0,0,0,0,10,0,0,31,0,0,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33,0,41,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,55,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,60529,0,29,12,0,0,0,0,0,32,0,0,81299
JOR,1,15,0,5,22890,25,0,2270,557,6,0,142,0,0,51,247,1343,0,10,17,0,19,558,0,5,0,6,1,4616,679,5,55,8,0,2,0,1,115,0,0,3,4,965,198,7391,0,553,25,7048,76,4020,30,0,2029,3,0,157,0,1677,0,1,973,0,2,0,2,0,0,2,530,0,1,0,0,0,7,9,1,0,413,3432,1,117,94,4081,6,2286,2764,0,0,14,131,3,0,0,50,6831,0,17539,0,7410,1,0,0,10,5,7,1,411,0,4,0,20,12,0,20,0,3,0,0,23,0,2,0,7,1,0,2,0,1,7,687,420,0,230,1,0,30,0,72,0,173,0,1,43,9,16279,0,4549,2,1779,485,0,47754,79,0,9,0,5,2,0,28,154,0,2,42,38,2059,0,24425,107,0,10,0,1,0,0,0,0,1067,0,5,45,0,29891,6,0,244,0,4,0,0,43,104,0,0,235949
JPN,1,0,2,0,4,876,0,19042,1144,1,0,2378,0,0,1554,90,0,0,0,13,0,1010,2712,4,39096,49,11,1,11462,2927,175,284,1718,0,4,0,0,392,0,1,66,9,81,869,4096,0,626,493,128,559,113,0,0,3733,3,0,544,0,8522,0,6,7183,0,20,0,1,0,0,4,531,0,27,0,233,1,1266,19,1,145,745,4002,55,438,3004,0,41,88,3918,5,0,0,49,0,0,62,3661,0,0,0,0,178,12,12,0,31,96,13,0,0,0,49,0,359,0,0,16,0,0,133,0,1,0,19,0,3300,4,0,45,0,0,3,2017,379,0,4316,0,0,45,279,4074,0,435,0,123,155,978,0,9,1,14,222,512,0,7,0,0,23,0,6,13,0,0,0,0,2,68,31,1124,0,0,0,0,2135,0,0,0,26,1,0,1279,0,116,30,0,63936,0,1,151,0,188,2,6,0,885,22,0,218180
KAZ,0,0,0,7,0,0,0,245,2744,1394,0,1054,0,0,0,556,0,0,0,6690,0,17,10,0,0,1,22,1,1499,3884,0,0,0,0,0,0,1,16,0,1,0,0,229,1941,161167,0,104,0,102,75,41,0,0,4998,318,0,194,0,2448,0,0,378,0,0,0,1,0,0,0,1826,0,0,0,0,0,0,0,0,3,831,0,0,256,0,0,22,3071,7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,28,584,0,0,302,10,0,3,1,0,12,0,4,8,0,1,0,3,0,0,0,0,0,0,0,0,94,615,0,140,0,0,3,0,63,0,2628,0,0,538,6,0,0,0,0,226,308390,1,0,0,0,0,0,4,0,0,0,0,0,0,138,105,739,0,0,0,0,0,0,0,0,0,0,0,7434,0,6,19170,0,6149,0,0,9,0,2,0,0,0,203,0,0,552645
KEN,0,0,0,0,0,0,0,2440,91,0,222,0,0,0,0,4,0,3,0,0,0,1,18,0,0,0,95,0,1478,399,0,0,0,0,0,0,0,4,10,0,0,0,16,9,856,0,111,1,1,8,8,106,0,308,0,0,234,0,179,0,0,0,0,1,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,17,0,0,36,0,0,8,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,146,0,194,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,64,403,0,6145,0,0,0,24,0,0,0,60062,0,0,4,2,350,0,1,6383,0,0,0,0,0,0,0,0,29,0,12222,0,0,18336,0,0,1,0,0,0,0,0,3189,0,0,115189
KGZ,0,0,0,5,0,0,0,122,451,881,0,920,0,0,0,407,0,0,0,1936,0,7,19,0,0,0,1,0,857,659,0,0,48,0,0,0,1,10,0,13,0,1,151,1635,20828,0,128,0,33,41,17,0,0,2987,322,0,58,0,1242,0,0,1067,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,234,1,0,216,88,0,31,831,4064,0,0,0,39815,0,0,0,706,0,0,0,0,0,0,0,0,311,9,168,0,0,340,3,0,1,1,0,8,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,529,441,0,84,0,0,6,0,4,0,886,0,3,588,2,0,0,0,0,222,156759,0,0,0,0,0,0,2,0,0,0,0,0,0,51,26,559,0,0,0,0,0,0,0,0,0,0,0,1100,0,4,7061,0,1060,2,0,4,0,0,0,0,0,101,0,0,251330
KHM,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,30,0,0,0,16,0,0,0,1252,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,1,0,6,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,127228,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,129788
KOR,0,0,0,0,4,1160,0,35096,22,84,0,422,0,0,195,40,0,1,0,25,0,356,4195,0,3820,11,0,1,42706,1309,1,269,25734,0,5,0,0,132,0,0,45,2,7,735,9753,0,2099,169,81,543,66,1,0,1663,5,0,173,0,7150,0,30,7164,0,0,0,0,0,0,5,178,0,231,0,88,0,155,6,0,0,582,8319,0,97,0,0,9,27,1255,0,0,0,4166,0,0,21,0,0,0,0,0,90,0,0,0,15,15,21,0,0,0,15,0,1718,0,0,3,0,0,620,0,53,0,1,0,453,6,0,52,0,0,11,2073,1497,0,11663,0,0,78,0,2300,24,90,20,2383,58,902,0,0,1,20,9,1858,0,0,0,0,0,0,12,12,0,0,0,0,1,166,9,2827,0,0,1,0,87,0,0,0,0,0,0,296,0,92,62,0,257579,0,0,93,0,35,1,0,0,409,0,0,448144
